[云贝推歌精选] 云贝每周听友推歌精选,清新-流行-华语,介绍：云贝推歌你的热爱值得被听见每周听友推歌实力精选,5739,1776861,50,59
[听·杨千嬅] 最靓的飞女唱给你听,粤语-华语-流行,介绍：身为香港唯一的“歌影视三后” ，杨千嬅给人的印象却始终是亲和、真性情，是备受喜爱的"民选天后”。她是民选奖项"叱咤我最喜爱的女歌手”纪录保持者。她将香港女性的平凡和不平凡，用台前幕后最真的自己去演绎，所以才最深入人心。,3341,1064461,50,14
[听·毛不易] 易语在心头,流行-华语,介绍：选秀时代为毛不易造就成名的机遇，而社交媒体为普通人的有感而发提供出口，也为那些共鸣创造传播的途径和机会。城市打工人的出身让他的音乐更有说服力，精妙地刻画“碌碌无为”又不甘于“灿烂年华”转瞬即逝的矛盾心理，最终让他从一众耀眼的选手中脱颖而出，也是他在选秀红利期结束后，依然立足华语乐坛的法宝。他的走红是自身才华使然，也是无数不甘平庸的人们对时代做出的回应。他的存在，其实是“芸芸众生"的画像组成的一幅“巨星"肖像。,10822,1734596,50,34
[一周影视热歌] 柯佳嬿献唱《想见你》插曲,华语-影视原声,介绍：时下热门影视剧OST每周更新，订阅一键收藏！,70719,24957654,30,567
[说唱接力赛] Beat唱Flow合，场子加热有Cypher,华语-说唱,介绍：说唱文化中的Cypher是指不同的rapper使用同一个Beat依次进行演唱的一种说唱形式，Beat就像一面等待被填满的涂鸦墙，任由rapper们用Flow和歌词绘出自己的个性色彩。,1077,292087,64,10
[国风嘻哈] 独步武林 肝胆相照,华语-说唱,介绍：当国风元素融于嘻哈说唱，独特的东方印记深深烙印在字里行间，作品内核有了我们自己的精神，从此说唱文化不再是舶来品，江湖义气词中现，豪情壮志歌里见。,3065,522264,60,20
[华语私人订制] 最懂你的华语推荐 每日更新35首,华语,介绍：全都是耐听的华语好歌这里是你的专属华语日推收藏订阅，歌荒，不存在的事,659万,1526874496,35,71524
[CN Drill] 中文钻头节奏，听就完了,华语-说唱,介绍：来自街头的Drill音乐飘洋过海与中文说唱进行交汇融合，在中文的大地上生根发芽。经过本土rapper的吸收消化，打造出属于中国的drill音乐。,1083,271318,67,11
[深夜归路人] 给深夜归家的你留一盏灯,夜晚-华语,介绍：独自在深夜里踏上归程，凝视窗外，月明星稀，晚风微凉。即便再晚，也有音乐相伴，给夜归的你留一盏灯，晚安陌生人。,7702,2028443,60,25
[听·张惠妹] 一睹千面阿密特,华语-流行,介绍：是"阿妹"，也是"阿密特”，更是足以被称为华语乐坛歌坛"天后"的张惠妹，以音域宽广、高音信手拈来的好嗓音让人难忘。从90年代末到音乐文化百花齐放的2000年代，张惠妹以高超唱功引领着华语乐坛。在当时少数民族歌手因流行乐文化的不包容性还鲜少有人专注发力的年代，卑南族出身的张惠妹大方拥抱本民族文化，不只在流行乐坛独树一帜，也驱动了无数后辈歌手释放光彩。,1762,574214,50,7
[阴天快乐] 如果情绪有天气 我陷在阴天里,伤感-流行-华语,介绍：光线暗下来的黄昏即将消失的傍晚你的身影出现在和弦切换的眨眼之间餐厅里熟悉的座位一起挤过的拥挤车厢你的笑声回荡在词曲交织的呢喃里记忆中的画面日渐模糊回忆中的甜蜜越发苦涩人群吞没所有情绪当歌声响起是疗愈你心放下过往，还是伤你至深越发沉沦？,88343,21422190,30,268
[一人食] 一个人吃饭也要有仪式感,华语-放松,介绍：一个人独自吃饭，可能正如让·波德里亚说的那样：“比贫穷更糟，比乞丐还惨。”但对享受独处的人来说，即使是一人食也被赋予了仪式感，吃饭不仅仅只有果腹的意义，它还意味着在喧闹的世界中，挤出一个与自己寒暄的空间。,1433,434417,60,12
[浴室歌王] 花洒就是我的麦克风，每天30首任你点唱,华语-流行,介绍：拿上换洗的衣服走进浴室，打开音乐，用一场只有自己的演唱会来卸下一整天的疲惫~,7389,1280311,30,17
[爱恋银河] 跨越星河来见你,华语-浪漫,介绍：攒起甜蜜的小心思，听着冒出粉红泡泡的歌曲，跨越银河，也要来见你。,3968,1290261,60,16
[浪漫因子] 可以邀请你和我一起去春天吗,华语-浪漫-治愈,介绍：我想在春天去见你，穿着漂亮的花裙子。和你在街边散步的时候，裙角就像我的心情一样，在微风里荡来荡去。那个画面好像伴随着花香，伴随着春天的所有浪漫气息，我光想想，就迫不及待地准备去见你。,26290,5641558,30,85
[听·张震岳] 海雅谷慕，山与海之间的歌,华语,介绍：离开南方澳的海岸来到台北的街头，懵懂的阿美族少年背起吉他和行囊，一头扎进了繁华都市的花花世界。二十余年匆匆而过，时间见证了张震岳从纯情少年成长为成熟的唱作人，以青春体验和人生感悟为蓝本，直面世纪更迭的潮涨潮落。张震岳在音乐这条道路上兜兜转转:从最初写下摇滚、嘻哈中涌动叛逆能量的节奏流行歌，到更多倾注对家乡身边人事物的情感，从嘻哈面孔、蓝调流行下沉到生活的低处，此时虚实焕变的风景被太平洋上清凉的风吹散，灵魂深处那个山与海的孩子，又在呼唤着一种“归来”。当张震岳历经灿烂狂野，“海雅谷慕”寻回平静自然的生命之初，也许人生只需要两个篇章就能写完，远行与归途就是他故事的全部。,1759,590186,50,8
[听·韩红] 用宛如天籁的嗓音治愈你,流行-华语,介绍：1971年9月26日出生于西藏自治区昌都市，中国作曲家、歌唱家、词作家、音乐制作人、慈善家、导演、主持人，全国政协委员，国家一级演员，韩红爱心慈善基金会发起人，华录百纳娱乐公司董事长兼CEO，2016中国慈善名人榜第一， 先后毕业于中国音乐学院 、解放军艺术学院、中共中央党校研究生。1995年，凭创作曲目《喜马拉雅》获中央电视台音乐电视大赛铜奖第一名。2003年，获得第5届CCTV音乐盛典最受欢迎女歌手，逐渐受到关注；2005年凭借成名曲《天路》获得我最喜爱的春节联欢晚会节目歌舞类节目三等奖；2008年1月26日，在北京举办“红透2008” 个人演唱会；2009年担任任空军政治部文工团副团长；2013年担任《中国梦之声》的评委。2015年3月27日，获得湖南卫视《我是歌手第三季》冠军。韩红还热衷于慈善事业，2007年发起“爱心西藏行”等公益活动，2008年5月14日成立“韩红爱心救援团队”前往汶川灾区支持救援，2012年5月9日注册成立了韩红爱心慈善基金会。2015年12月7日，韩红发微博宣布正式告别部队，结束军旅生涯。2017年4月5日， 由韩红作曲的首部原创音乐剧处女作《阿尔兹记忆的爱情》在京首演；同年获邀参加第71届托尼奖，成为首位受邀参加托尼奖的中国作曲家。,1461,315078,50,5
[强强联手] 那些一加一大于二的合作,华语,介绍：TA们居然合作了！才华PLUS，风格MIX，新老合作、跨界制作，不规则的组合呈现出让人惊喜的音乐，每一首歌都是激烈的创意火花。,6900,1761345,145,25
[听·梁静茹] 情歌告诉你的事,华语-流行,介绍：提到失恋主题的华语歌，很容易让人想起《可惜不是你》和《分手快乐》。而传递这份安慰的正是来自马来西亚的歌手梁静茹。之后梁静茹受到了李宗盛的赏识，正式开启自己在华语乐坛的音乐路。梁静茹通过过来人身份传递一份看淡过往，歌依旧听来暖暖、缓缓。无论是自在惬意，还是富有感染力的悲伤倾诉，其中都包含了引发广泛共鸣的温暖能量，这份恰到好处的治愈，也正是梁静茹和她的歌受到许多歌迷喜爱的原因。,3240,907097,50,6
[听·杨丞琳] Rainie的声音，一滴滴清晰,华语-流行,介绍：都说演优则唱唱优则演，而杨丞琳是可以将唱和演都完美兼顾的艺人。不同于影视剧中她常饰演的成长性邻家小妹的角色，杨丞琳在歌中更是敢爱敢恨的大女子。能够带来青春回忆，全场大合唱的《雨爱》《带我走》《匿名的好友》，也有近两年的hit 单曲《青春住了谁》《年轮说》《仰望》。无论是在流行性还是音乐性上都有出色的表现，杨丞琳绝对是一个出乎人们意料的全能艺人。,1333,468752,50,10
[听·陈奕迅] 有请K歌之王,粤语-华语-流行,介绍：陈奕迅以歌唱实力见长，而他恰好出现在香港乐坛偶像派歌手层出不穷的90年代末。在这样的时代背景下，作为实力派男歌手出道的陈奕迅，显得难能可贵而又引人注目。有人情味、故事感的歌声是陈奕迅的招牌。每日更新30首，感受K歌之王唱到铭心刻骨…,11383,2250949,30,27
[听·邓紫棋] 让世界暂停一分钟,华语-粤语-流行,介绍：从金鱼妹蜕变到华语天后，是这位小小身躯但能量爆棚的巨肺唱将交上的满分答卷；从少女情愫素到社会理想，是这位真情流露且博爱共情的创作女皇传递的不竭动力。“X”邓紫棋身上有太多的的未知性等待听众去发掘聆听她，就在现在。给你的歌，每日三十首定时更新...,8678,1470810,30,34
你收藏的歌单上新啦｜跟听,华语,介绍：歌单新惊喜｜跟听,235,40272,30,6
[华语节奏布鲁斯] 情绪辗转反侧 雾气消散不开,华语-R&B/Soul,介绍：华语R&B除了音乐本身的节奏与律动，还有着极具艺术特色的歌词，在主题表达上以爱情为主，注重情感的反复宣泄与加强，配乐方面也有着本土的特色和表达，如有的歌曲结合了古筝，二胡，琵琶等中国乐器。华语节奏布鲁斯代表艺人：陶喆，方大同，周杰伦，王力宏等。,56583,15943329,137,152
[听·潘玮柏] 异想世界，自己主宰,华语-说唱,介绍：在美国出生的潘玮柏年少时移居台湾，21岁成为音乐台VJ后正式踏入演艺界。因出演电视剧《麻辣鲜师》而首次尝试演唱，之后顺势推出集结众多著名音乐人的首张专辑《壁虎漫步》；之后在Hip-hop上剔除嘻哈的政治性与帮派色彩，将朗朗上口的流行旋律、“playboy的玩乐态度、篮球与潮牌文化统统打包，造就了耳熟能详的《不得不爱》《快乐崇拜》等作品，成功扩展了千禧年代流行嘻哈在华语地区的辐射范围，来势凶猛地在华语乐坛崭露头角。,673,285157,50,5
[国风嘻哈] 独步武林 肝胆相照,华语-说唱,介绍：当国风元素融于嘻哈说唱，独特的东方印记深深烙印在字里行间，作品内核有了我们自己的精神，从此说唱文化不再是舶来品，江湖义气词中现，豪情壮志歌里见。,3065,522264,60,20
轻柔的中文爵士颇有情调,华语-爵士-放松,介绍：熟悉的一些中文歌曲，如果用爵士乐的方式演绎，会发生什么？答案是慵懒+性感，我很喜欢，希望你也是^_^^_^^_^,90,16103,34,评论
解忧民谣 | 将生活的稀碎揉成歌,华语-民谣-治愈,介绍：民谣将你的心灵从喧器和杂之中带出，带到一片净土，使你那烦躁的心平静下来，不知不觉就温暖起来了。图片来源网络侵册。,1778,343991,26,6
中文说唱｜节奏中感受潮流,华语-说唱-运动,介绍：网易云音乐越来越支持中文说唱了此歌单收录各种经典说唱^_^持续更新（欢迎投稿，我不怎么了解说唱，大家可以提供宝贵意见,1230,228600,71,21
冷门古风歌曲心动不过瞬间,古风-华语-流行,介绍：遇见回眸 心动不过瞬间 刹那即是永恒 生死只在呼吸间茔茔蔓草，岁岁不老；风雨如晦，死生为谁。好听的冷门古风歌曲歌单封面：银临,1681,210139,106,4
民谣 | 勾起你无法诉说的过往,华语-民谣,介绍：民谣，仿佛带给我们更多的是勾起自己的过往回忆，在回忆当中，总会有那么一个人，是你无法抹去的记忆一起来收听本期歌单，总有一首歌，让我想起你,838,183311,22,3
公路之歌 | 越过山丘却无人等候,华语-驾车-浪漫,介绍：或许是下个公路转角或许只是抬头远望车风呼啸 凌乱了你的秀发却凌乱不了心中那坚毅昂然的姿态和那时而一马平川时而盘旋在山间的青临线无论白天还是夜间让这个歌单陪伴着你 风雨兼程,272,20819,69,1
华语民谣：赤诚书写，诗意与烟火,华语-民谣,介绍：生活给予了我们太多酸甜苦辣，当锋利的棱角逐渐被磨平，当眼神中的光芒不再那样澄澈，低下头脚下是一片泥泞。拾起头雨幕中有人起舞，于是心底那团火苗再度燃起，混沌的泪水模糊视线，但嘴角的微笑不会消失。－图源自网络，侵删,588,142248,42,1
百首民谣: 愿治愈每一个孤独的你,华语-民谣,介绍：每一首民谣都是一段经历，都是一个故事虽说每个人的经历不会相同，但人的情绪不外乎“开心”与“难过”两种，所以那些别人故事中表达的一些内心的的感触也总会与我所经历的有那么多相似之处。于是我就感觉好像找到了一个知己，他总能将你心底故事说出来，似乎不用交流便治愈了你。,283,54359,100,1
超爱的古风歌单|愿你归来仍是少年,古风-思念-华语,介绍：是心动的古风歌曲，是心动的你喜欢是一朝一夕 爱你是从心动到古稀祝我们都能拥有稳定的情绪和爱,519,57160,37,8
80后｜回味经典老歌，再续当年情,华语-KTV-经典,介绍：当你马不停蹄地坐在地铁上不知道想做什么的时候当你一个人逛商场想阻挡一个人尴尬的时候你可以一个人静静的听着这些歌满满是80后的青春记忆,3240,525179,169,6
治愈冬至｜眉目舒展，顺祝冬安❄️,华语-流行-治愈,介绍：秋天不是归宿，这世界人来人往，我们会带着遗憾，在冬天等来新的花开。对自己好一点，如果这个冬天没人牵你的手，我预谋在某个阳光正好的冬天遇见你。,113,37735,42,评论
回春丹/告五人/橘子海/花墙/脏手指/新裤子,摇滚-华语,介绍：浪漫至死不渝回春丹／告五人／新裤子／花墙／夏日入侵企画／橘子海／脏手指／蛙池／国足／甜约翰／万青／脆莓／白日密语／二向箔／悶餅／老王／落日飞车／灵魂沙发／海得薇／岛屿飞行／动物园钉子户／霓虹花园／海皮威尔／悲剧药方／黑色收音机／荷尔蒙少年／彩色文胸／结冰水／肆囍／沉舟乐队/电气樱桃／棱镜,56589,3723093,133,100
诗和远方 | 我把思绪写在民谣里,华语-民谣-流行,介绍：每个听民谣的人内心都有一匹野马，世界那么大，却还是没有你要的草原。时常躺在床上听着民谣，会不知不觉想起自己的事，落着无声的泪。民谣越过人山人海，说尽世间心酸，唱遍生活百态，我却是于二十岁才与它温情邂逅。,166,33933,81,1
青春纪念 | 90后校园岁月流行歌曲,华语-90后-经典,介绍：90后青春如同一首歌，它的内涵就是让你用如火的精力唱出它的生命。同时它又是一个梦，让你用坚实的足音将它羽化为现实的辉煌。青春也是我们的一种资本，需要我们用成功来证实它的潇洒，用胜利证实它的生机勃勃。,1785,298362,61,3
【甜蜜说唱】国语情歌说唱，甜蜜暴击,华语-说唱-浪漫,介绍：我知这世界车水马龙人潮汹涌 却再也不能触及你背影 看着与你相似的侧脸魂魄游离于思绪之外 你那漫不经心的话语和轻佻的语气一次次在我耳边响起 我多希望自己早已双耳失聪,1135,74228,36,6
民谣驿站∶疲惫灵魂的栖息疗愈处,华语-民谣-放松,介绍：相信应该每个人都有过地铁上睡觉的经历，早早起床赶公交换地铁，已经成了一线城市普通打工人的日常，但是生活仍要继续，我们还需努力。不要有太大的压力，也别让自己太累了，来这送你一首民谣，希望能让你疲惫心灵得到释放，加油啊陌生人，这是属于我们的时代！,822,43944,37,4
十年最强华语金曲榜 那些年巅经典好听到爆,流行-华语-怀旧,介绍：你会在这里听到熟悉的旋律想起那曾经的故事。华语乐坛神仙打架华语乐坛一人一首代表作，每位都不止一首，真的很难选。从300多名歌手挑选出比较有代表性的歌曲。每个声音这里的每一首歌听起来都能有共鸣。华语乐坛实力歌手，而非现在的网红歌曲，口水歌，严选有质量有内涵实力歌曲唱将。最遗憾的是网易云有的歌曲版权就无法添加至歌单。建议随机播放 杰伦歌曲网易没有版权全都灰了其他版本替代,1312,237512,545,6
民谣 | 带着吉他前行的诗意人生,华语-民谣,介绍：有时候听歌如品酒，酒里有人生。听着某首歌的时候你会觉得心里面能那么一，有那么一瞬间你觉得那一首歌在唱你。带着吉他前行，如诗如歌。总有一首民谣，唱着与你相似的人生。,301,69798,95,4
【Hip-Hop街区】武装押韵，爆炸预警,华语-说唱-性感,介绍：rap是一个黑人俚语中的词语，相当于“谈话”（talking），中文意思为说唱，是指有节奏地说话的特殊唱歌形式。发源于纽约贫困黑人聚居区。它以在机械的节奏声的背景下，快速地诉说一连串押韵的诗句为特征。这种形式来源之一是过去电台节目主持人在介绍唱片时所用的一种快速的、押韵的行话性的语言。斥责或说唱音乐的节奏，布鲁斯音乐风格包括vocals 等巧妙地和音乐融合。陪同一般包括电子鼓敲打与样品（数字式地被隔绝的酣然的叮咬） 被结合从其它音乐录音。,1252,57387,74,9
古风｜任他凡事清浊，为你一笑间轮回甘堕,华语-古风-思念,介绍：“ 金银富贵哪有如何，贫穷撂倒那又如何，只要你在，我便获得了那天下至宝。江山再美，若没知心人分享，那又和没有有何区别：金银富贵，买的了天下万物，却买不了甘愿陪伴穷富不弃的那颗心。”封|Pinterest（侵删）谢谢喜欢。昨日经他人联系提醒封面未授权不能用作封面，希望我能撤下封面，这是我更换封面的原因。抱歉给大家带来不便，以后的日子里，我也会在封面的选择上更谨慎，还望大家都能督促我，谢谢！,11019,766397,154,96
民谣 | 听懂是人生，不懂是幸运,华语-民谣,介绍：民谣很穷，穷在它没有起伏的高音，不具有华丽的辞藻。民谣它不是一首歌，它更像是一个故事，歌唱者是讲故事的人，听歌者更是有故事的人。,160,23543,33,评论
清吧驻场 | 今天只想安静地聊天,华语-民谣,介绍：想喝点小酒，又不想太燥，就去清吧啦～约三两好友，安静地谈谈心，听听小哥哥、小姐姐现场演唱的民谣,163,26647,23,评论
经典怀旧｜染指流年重温70年代情,华语-经典,介绍：老歌折射着时代的变迁，承载着历史的珍藏。熟悉的歌声，再次重温，回忆满满的不止是旋律，还有听歌时的回忆。也许是年纪大了的缘故，听的歌曲越来越怀旧，一曲曲老歌反复地听着，让心情随着那记忆中的旋律起伏，静静地，在帐里沉醉，在帐里体会另一种别样的美丽，在优美的旋律中，过往的一切都变得那么亲切、难忘。,1201,163618,151,评论
民谣世界｜寻找内心你我的梦境!,华语-民谣,介绍：一心一意的人和歌，可能一直游走在你的视野之外，可是一旦被发现了，便会让人觉得如获至宝。喜欢-首歌如同喜欢一个人一般，硬要说出理由反而没有初次心颤的美妙了。喜欢这首歌，连同它的配乐，它的歌词，它的韵律，它的和声统统喜欢，毫无顾忌地喜欢。,468,69462,63,2
少女心狙击｜嘻哈歌手的犯规情话,华语-说唱-浪漫,介绍：世界那么大，爱上一个人那么容易，被爱也那么容易，但要互相相爱，竟这么难。当白己最爱的人和最爱自己的人是同一个人的时候，那么你就是世界上最幸福的人。本歌单收集甜蜜rap，希望给每一个人都能带来甜甜的爱情！,130,20755,35,2
治愈民谣 | 人间烟火，疗慰人心,华语-民谣-治愈,介绍：最是人间烟火气最是疗愈人心，拂去你心灵的灰尘，民谣将不同的故事絮絮道来，你只需静静聆听，过好平凡而又温暖的每一天注：建议随机播放,131,33627,85,1
民谣暖调 | 世间心墙，温柔难防,华语-民谣-治愈,介绍：人生一路，一步有一步的感悟。无论时光如何流转，有些东西不会改变，那就是对美好生活的追求，对真情的渴望。本歌单精选治愈民谣，让我们疲魚时来首民谣吧，给心灵带来一点点慰藉。,62,10608,77,评论
伤感说唱 | 隐藏于音乐间的抒情诗人。,华语-说唱-伤感,介绍：我告诉你我喜欢你并不是一定要和你在一起只是希望今后的你 在遭遇人生低谷的时候不要灰心 至少曾经有人被你的魅力所吸引曾经是 以后也会是我喜欢你 似春夏繁花之景风华正茂 却执意生死相依我喜欢你 似年少童言无忌未放心底 却执意道出心意我喜欢你 似雨点凉透我心缘浅将近 却执意不说别离我喜欢你 似远眺遥遥无期茫茫无际 却执意与君长情我喜欢你 似荆棘里的玫瑰披荆斩棘 只为你而去盛开我喜欢你 所以希望你走过的路都人声鼎沸繁花盛开你特别好 我超喜欢你不闻星河须臾 我仍要固执走向你,1802,145407,82,23
古风 | 一人一首好听的古风曲,华语-古风-清新,介绍：每个年代都会出现很多神仙歌曲。伴随了一代又一代人的成长，影响了几代人。直到现在很多人都为之倾听，伴随着音乐让我们来听听这些令人动听的古风良曲吧！歌单不定时更新封面：魏无羡 蓝湛,4440,642182,77,85
民谣｜不温不火 像是孤独 刚刚好,华语-民谣-吉他,介绍：时间也会有差错，也会出故障，它也能被撕成碎片，在一间屋子里留下一块永恒的碎屑。就像我看见一座城市从废墟中拔地而起，阳光撕裂了层层乌云，洒落大地。而下一瞬间，也会再次回归初始的废墟。经历大起大落才越发渴望民谣里那平淡的偶尔惊喜的日子，和刚刚好的孤独。好听不太火的民谣歌单,54,10759,63,评论
上学那些年，我们一起追过的经典影视剧,华语-经典-影视原声,介绍：已走远，只留下了一串脚印。时间流逝，脚印也越来越浅。时间在持续，又将会来往着新的过客，唯有那条路是永恒，直到尽头，过客消失。你的人生路上走过几位过客？少年时，我在怀念童年的过客；青年时，我在怀念少年的过客。中年时我肯定在怀念青年的过客。人生短暂，我却总是在怀念从前。,4808,883325,81,18
超好听的中文DJ咚鼓版丨保持开心,驾车-兴奋-华语,介绍：希望大家开心的时间多一点，再多一点愿许秋风知我意，散我心中意难平，祝相逢的人不会走散，走散的人不会再相逢...,189,17983,15,1
民谣｜这世界喧闹 我们相遇正好,华语-民谣-治愈,介绍：暗恋像一场骑行，没有喧嚣却充满自由。所有人都漂浮天上，只有你沉到我心底。即使藏住了心底暗涌澎湃的爱意，仍无法移开对你痴情眷恋的眼色。,30,7352,59,评论
华语金曲千禧年前的旋律,华语-怀旧-经典,介绍：到了一定年纪，就习惯听听老歌以千禧年作为时间节点这期盘点的是千禧年前的华语音乐以8090为主如果漏了一些好歌，也希望你能在评论区留言。我会及时更新哈,285,42698,290,2
【民谣】听懂是经历，听不懂是幸运,华语-流行-民谣,介绍：民谣是哄乱后的平静。唱着我们一生的喜怒哀乐、悲欢离合。以简单易携带的乐器做伴，以不急不缓的曲调唱爱情，唱忧伤，唱朋友，唱家乡，唱一切我们可能遭遇的美好，唱一切我们可能怀念的困苦，在歌词里寻找平缓的成长过程中每一寸细腻的感怀，在旋律里感受平凡的生活里每一次悸动的时刻。最后，愿热爱民谣的你，所有深情不被辜负。,1527,158712,130,10
微醺｜爵士迷情•营造浪漫氛围☁️,华语-爵士-浪漫,介绍：你是雾；是旧梦。是写在烟盒上的诗；是我心上的一间小酒馆。“寂寞是琐碎的东西，但只要一个触点，就可以点燃心里的荒芜。所以我不责怪寂寞，我只能责怪我心底的荒芜。”——张怡微《怅然年华》主题：馥郁爵士遇上慵懒酒味国语歌手制造浪漫氛围微醺的慵懒过后，是故事的开始。,160,27907,27,1
冬日限定 | 终与这世界温暖相拥,华语-流行-治愈,介绍：日子像流水一样 ，不知穿越了多少名叫光阴的小路 ，这秋叶刚开始飘落 ，便迎接来了冬天 ，大雪纷飞 ，逐渐风里有冬天的味道 ，耳机里的世界也全是冬日限定歌曲。,31,10545,22,评论
戏腔古风｜用我三生烟火 换你一世迷离,华语-古风-思念,介绍：风萧萧 雨萧萧瘦尽灯花又一宵长街长 烟花繁你挑灯回看华街景 人生河知己难寻觅总有人间一两风填我十万八千梦,122,5593,35,3
旋律讯号｜寄给你一支乐队活力剂,华语-流行-摇滚,介绍：《想去海边》是歌单灵感大多为流行摇滚大概就是又土又上头吧哈哈哈哈哈哈哈（bushi）－—－—－—－—－—－—－—－—－封面来自wb摄影博主：尼脑子瓦特啦也半眠,53196,4703187,53,164
21世纪初的经典华语老歌,华语-粤语-流行,介绍：2001-2020，这20年间华语音乐出了不少佳作，这期的歌单，有着浓厚的个人主观性，哈哈，希望你我的兴趣类似……如果有漏了什么好歌，可以在评论区留言哈~~,238,24669,306,评论
【国内说唱】适合无限循环播放Rap,华语-说唱-R&B/Soul,介绍：节奏太强，音浪不晃，会被撞到地上。精选听歌喜好整理分享,42557,3497998,103,92
KTV必点的情歌对唱歌单,华语-80后-90后,介绍：感情的世界，有快乐有酸楚，个中滋味自己感受~~在过时的ktv里，你唱过其中的几首和谁一起唱？她（他）现在还在你身边吗？,326,51940,71,评论
冬日邂逅 |积攒了一年的好运，12月全部给你,华语-浪漫-快乐,介绍：冬日的阳光如此灿烂，给了我温暖，给了我力量。让我冬日沉寂的生命有了春意盎然的姹紫嫣红，给我曾经蒙尘的心灵吹落了尘埃，让我几近冰封的世界从此冰雪消融。,98,34951,34,评论
古风温柔女声 | 日落归山海 山海藏深意,古风-华语-治愈,介绍：要一个黄昏满是微风和正在落下的夕阳如果麦子刚好熟了炊烟恰恰升起那只白鸽贴着水面飞过栖息于一棵芦苇而芦苇正好准备了一首曲子如此足够我爱这破碎泥泞的人间—余秀华 《人间》,8701,690100,46,47
私藏民谣丨每一首都触及人心,华语-流行-民谣,介绍：听民谣的人不一定得有故事，也并非整日一副多愁善感的模样。他们就是单纯的喜欢民谣，喜欢它的旋律，喜欢它的纯净，喜欢它不加修饰的美，民谣有个共同的特点，就是它的歌词永远都是那么简单 又触及人心，却又那么容易引起听者的共鸣。作为一个资深的音乐爱好者，我听过很多歌，但是好听的民谣歌曲，他们的作品，其实也没有大家想的那么差，歌单有些歌 偏向流行一点 不喜勿喷 谢谢！民谣有五：少年 吉他 爱情 理想 远方听者有五：故事 孤独 平庸 落魄 烟酒歌单创建：2022-7-9歌单封面：来源网络《毛不易》,6667,1017902,67,10
民谣｜有一种诗 叫莫西子诗,民谣-华语-民族,介绍：有那么一些人，他们唱那些本就在骨头里生长的歌谣，哼那些血液里流淌的调调和故乡回旋的旋律。歌里有，山川、树林、云雾、牛羊、旷野、老人、孩子、山川、月亮和自然，就像一首迷幻山歌。莫西子诗：诺苏(彝族)，四川大凉山人。被誉为：彝族民谣创始人，制作人，先锋独立音乐人。,162,27529,39,评论
民谣 I 诗与远方的理想和生活的歌,华语-民谣-治愈,介绍：民谣里藏下了，每个民谣人对理想的憧憬和远方的诗。也有生活的苦。民谣带给你的不止共情，生活也好，理想也罢。哭完这场，还有明天在等你啊，加油！陌生人！,42,4702,48,评论
